,State,F Year,f Gender,ICD-10 113 Cause List,F Under 5 years,F 5-9 years,F 10-14 years,F 15-19 years,F 20-24 years,F 25-29 years,F 30-34 years,F 35-39 years,F 40-44 years,F 45-49 years,F 50-54 years,F 55-59 years,F 60-64 years,F 65-69 years,F 70-74 years,F 75-79 years,F 80-84 years,F 85years and older,F Not Stated,C Year,C Total population,C Male Total population,C Female Total population,C Under 5 years,C 5 to 9 years,C 10 to 14 years,C 15 to 19 years,C 20 to 24 years,C 25 to 29 years,C 30 to 34 years,C 35 to 39 years,C 40 to 44 years,C 45 to 49 years,C 50 to 54 years,C 55 to 59 years,C 60 to 64 years,C 65 to 69 years,C 70 to 74 years,C 75 to 79 years,C 80 to 84 years,C 85 years and over,Total Deaths
1928,Ohio,2015,Female,Suicide,0,0,0,0,0,0,13,12,14,13,18,0,0,0,0,0,0,0,0,2015,11141119,5448429,5692690,671118.649,704951.88,726805.0109999999,752323.723,751316.922,711424.719,690649.068,654931.885,717890.406,751519.753,825863.5329999999,795671.368,699761.126,535870.573,391640.394,293922.743,224460.259,239216.122,70
1929,Ohio,2015,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,11141119,5448429,5692690,671118.649,704951.88,726805.0109999999,752323.723,751316.922,711424.719,690649.068,654931.885,717890.406,751519.753,825863.5329999999,795671.368,699761.126,535870.573,391640.394,293922.743,224460.259,239216.122,0
1930,Ohio,2015,Male,Homicide,0,0,0,50,83,81,64,34,21,18,16,18,0,0,0,0,0,0,0,2015,11141119,5448429,5692690,671118.649,704951.88,726805.0109999999,752323.723,751316.922,711424.719,690649.068,654931.885,717890.406,751519.753,825863.5329999999,795671.368,699761.126,535870.573,391640.394,293922.743,224460.259,239216.122,385
1931,Ohio,2015,Male,Suicide,0,0,0,35,65,58,63,40,49,51,63,78,55,42,44,40,36,24,0,2015,11141119,5448429,5692690,671118.649,704951.88,726805.0109999999,752323.723,751316.922,711424.719,690649.068,654931.885,717890.406,751519.753,825863.5329999999,795671.368,699761.126,535870.573,391640.394,293922.743,224460.259,239216.122,743
1932,Ohio,2016,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11653442,5705214,5948228,699170.726,729526.642,753847.607,783466.098,796033.014,755299.847,723632.321,681596.554,729062.504,765677.982,842733.498,839265.973,740512.094,591420.108,425088.001,311474.787,234073.582,252234.981,0
1933,Ohio,2016,Female,Homicide,0,0,0,10,14,18,0,10,10,0,0,10,0,0,0,0,0,0,0,2016,11653442,5705214,5948228,699170.726,729526.642,753847.607,783466.098,796033.014,755299.847,723632.321,681596.554,729062.504,765677.982,842733.498,839265.973,740512.094,591420.108,425088.001,311474.787,234073.582,252234.981,72
1934,Ohio,2016,Female,Suicide,0,0,0,0,0,0,0,0,0,18,16,10,20,0,0,0,0,0,0,2016,11653442,5705214,5948228,699170.726,729526.642,753847.607,783466.098,796033.014,755299.847,723632.321,681596.554,729062.504,765677.982,842733.498,839265.973,740512.094,591420.108,425088.001,311474.787,234073.582,252234.981,64
1935,Ohio,2016,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11653442,5705214,5948228,699170.726,729526.642,753847.607,783466.098,796033.014,755299.847,723632.321,681596.554,729062.504,765677.982,842733.498,839265.973,740512.094,591420.108,425088.001,311474.787,234073.582,252234.981,0
1936,Ohio,2016,Male,Homicide,0,0,0,52,107,85,50,45,33,29,15,13,11,0,0,0,0,0,0,2016,11653442,5705214,5948228,699170.726,729526.642,753847.607,783466.098,796033.014,755299.847,723632.321,681596.554,729062.504,765677.982,842733.498,839265.973,740512.094,591420.108,425088.001,311474.787,234073.582,252234.981,440
1937,Ohio,2016,Male,Suicide,0,0,0,29,68,77,52,47,50,56,62,94,64,57,40,42,37,22,0,2016,11653442,5705214,5948228,699170.726,729526.642,753847.607,783466.098,796033.014,755299.847,723632.321,681596.554,729062.504,765677.982,842733.498,839265.973,740512.094,591420.108,425088.001,311474.787,234073.582,252234.981,797
1938,Ohio,2017,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11305853,5530207,5775646,678140.0,700638.0,727057.0,754419.0,765317.0,744728.0,704147.0,673343.0,687054.0,733367.0,798666.0,816428.0,728168.0,594855.0,420316.0,308778.0,223497.0,246935.0,0
1939,Ohio,2017,Female,Homicide,0,0,0,0,23,0,14,0,0,10,0,0,0,0,0,0,0,0,0,2017,11305853,5530207,5775646,678140.0,700638.0,727057.0,754419.0,765317.0,744728.0,704147.0,673343.0,687054.0,733367.0,798666.0,816428.0,728168.0,594855.0,420316.0,308778.0,223497.0,246935.0,47
1940,Ohio,2017,Female,Suicide,0,0,0,0,0,0,0,0,0,16,0,21,0,0,0,0,0,0,0,2017,11305853,5530207,5775646,678140.0,700638.0,727057.0,754419.0,765317.0,744728.0,704147.0,673343.0,687054.0,733367.0,798666.0,816428.0,728168.0,594855.0,420316.0,308778.0,223497.0,246935.0,37
1941,Ohio,2017,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11305853,5530207,5775646,678140.0,700638.0,727057.0,754419.0,765317.0,744728.0,704147.0,673343.0,687054.0,733367.0,798666.0,816428.0,728168.0,594855.0,420316.0,308778.0,223497.0,246935.0,0
1942,Ohio,2017,Male,Homicide,0,0,0,69,103,105,86,52,28,19,24,10,0,0,0,0,0,0,0,2017,11305853,5530207,5775646,678140.0,700638.0,727057.0,754419.0,765317.0,744728.0,704147.0,673343.0,687054.0,733367.0,798666.0,816428.0,728168.0,594855.0,420316.0,308778.0,223497.0,246935.0,496
1943,Ohio,2017,Male,Suicide,0,0,0,32,76,75,40,47,66,55,70,75,53,43,45,54,39,25,0,2017,11305853,5530207,5775646,678140.0,700638.0,727057.0,754419.0,765317.0,744728.0,704147.0,673343.0,687054.0,733367.0,798666.0,816428.0,728168.0,594855.0,420316.0,308778.0,223497.0,246935.0,795
1944,Oklahoma,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,3607249,1780099,1827150,259936.956,246091.217,241305.165,259423.338,278833.784,255807.89800000002,223510.676,224866.788,238938.858,259805.708,243964.221,217257.708,177074.687,140181.718,113755.121,96087.426,69618.276,61246.727,0
1945,Oklahoma,2009,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,3607249,1780099,1827150,259936.956,246091.217,241305.165,259423.338,278833.784,255807.89800000002,223510.676,224866.788,238938.858,259805.708,243964.221,217257.708,177074.687,140181.718,113755.121,96087.426,69618.276,61246.727,0
1946,Oklahoma,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2009,3607249,1780099,1827150,259936.956,246091.217,241305.165,259423.338,278833.784,255807.89800000002,223510.676,224866.788,238938.858,259805.708,243964.221,217257.708,177074.687,140181.718,113755.121,96087.426,69618.276,61246.727,10
1947,Oklahoma,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,3607249,1780099,1827150,259936.956,246091.217,241305.165,259423.338,278833.784,255807.89800000002,223510.676,224866.788,238938.858,259805.708,243964.221,217257.708,177074.687,140181.718,113755.121,96087.426,69618.276,61246.727,0
1948,Oklahoma,2009,Male,Homicide,0,0,0,20,28,16,12,10,12,0,0,0,0,0,0,0,0,0,0,2009,3607249,1780099,1827150,259936.956,246091.217,241305.165,259423.338,278833.784,255807.89800000002,223510.676,224866.788,238938.858,259805.708,243964.221,217257.708,177074.687,140181.718,113755.121,96087.426,69618.276,61246.727,98
1949,Oklahoma,2009,Male,Suicide,0,0,0,13,19,29,21,26,25,37,32,29,18,18,12,14,0,0,0,2009,3607249,1780099,1827150,259936.956,246091.217,241305.165,259423.338,278833.784,255807.89800000002,223510.676,224866.788,238938.858,259805.708,243964.221,217257.708,177074.687,140181.718,113755.121,96087.426,69618.276,61246.727,293
1950,Oklahoma,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,3629062,1794082,1834980,253691.262,249804.50999999998,245204.652,263245.59,268664.97500000003,251177.976,227065.904,229659.172,232409.676,261419.651,252061.38,224623.2,186955.101,146270.316,117250.511,92000.066,67518.725,58958.002,0
1951,Oklahoma,2010,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,3629062,1794082,1834980,253691.262,249804.50999999998,245204.652,263245.59,268664.97500000003,251177.976,227065.904,229659.172,232409.676,261419.651,252061.38,224623.2,186955.101,146270.316,117250.511,92000.066,67518.725,58958.002,0
1952,Oklahoma,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2010,3629062,1794082,1834980,253691.262,249804.50999999998,245204.652,263245.59,268664.97500000003,251177.976,227065.904,229659.172,232409.676,261419.651,252061.38,224623.2,186955.101,146270.316,117250.511,92000.066,67518.725,58958.002,10
1953,Oklahoma,2010,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,3629062,1794082,1834980,253691.262,249804.50999999998,245204.652,263245.59,268664.97500000003,251177.976,227065.904,229659.172,232409.676,261419.651,252061.38,224623.2,186955.101,146270.316,117250.511,92000.066,67518.725,58958.002,0
1954,Oklahoma,2010,Male,Homicide,0,0,0,25,21,22,12,0,0,0,0,0,0,0,0,0,0,0,0,2010,3629062,1794082,1834980,253691.262,249804.50999999998,245204.652,263245.59,268664.97500000003,251177.976,227065.904,229659.172,232409.676,261419.651,252061.38,224623.2,186955.101,146270.316,117250.511,92000.066,67518.725,58958.002,80
1955,Oklahoma,2010,Male,Suicide,0,0,0,12,23,29,29,23,32,31,29,32,22,22,10,15,0,0,0,2010,3629062,1794082,1834980,253691.262,249804.50999999998,245204.652,263245.59,268664.97500000003,251177.976,227065.904,229659.172,232409.676,261419.651,252061.38,224623.2,186955.101,146270.316,117250.511,92000.066,67518.725,58958.002,309
1956,Oklahoma,2011,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,3556899,1762177,1794722,249085.321,245139.923,239274.975,254123.076,259950.277,250732.691,225993.005,224780.376,223149.301,251216.423,249042.546,220909.44700000001,189432.28100000002,144988.199,114956.023,88565.635,66688.206,56959.439,0
1957,Oklahoma,2011,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,3556899,1762177,1794722,249085.321,245139.923,239274.975,254123.076,259950.277,250732.691,225993.005,224780.376,223149.301,251216.423,249042.546,220909.44700000001,189432.28100000002,144988.199,114956.023,88565.635,66688.206,56959.439,0
1958,Oklahoma,2011,Female,Suicide,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,2011,3556899,1762177,1794722,249085.321,245139.923,239274.975,254123.076,259950.277,250732.691,225993.005,224780.376,223149.301,251216.423,249042.546,220909.44700000001,189432.28100000002,144988.199,114956.023,88565.635,66688.206,56959.439,21
1959,Oklahoma,2011,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,3556899,1762177,1794722,249085.321,245139.923,239274.975,254123.076,259950.277,250732.691,225993.005,224780.376,223149.301,251216.423,249042.546,220909.44700000001,189432.28100000002,144988.199,114956.023,88565.635,66688.206,56959.439,0
1960,Oklahoma,2011,Male,Homicide,0,0,0,15,21,22,15,12,0,0,11,0,0,0,0,0,0,0,0,2011,3556899,1762177,1794722,249085.321,245139.923,239274.975,254123.076,259950.277,250732.691,225993.005,224780.376,223149.301,251216.423,249042.546,220909.44700000001,189432.28100000002,144988.199,114956.023,88565.635,66688.206,56959.439,96
1961,Oklahoma,2011,Male,Suicide,0,0,0,17,24,31,27,26,19,43,49,30,22,21,20,14,16,0,0,2011,3556899,1762177,1794722,249085.321,245139.923,239274.975,254123.076,259950.277,250732.691,225993.005,224780.376,223149.301,251216.423,249042.546,220909.44700000001,189432.28100000002,144988.199,114956.023,88565.635,66688.206,56959.439,359
1962,Oklahoma,2012,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3764791,1862435,1902356,261669.72699999998,259835.736,255203.636,264780.932,274830.151,263102.458,242592.047,236370.28,229990.658,257254.541,264162.916,238806.568,204482.954,159527.318,124191.16399999999,94229.328,70422.317,62585.975,0
1963,Oklahoma,2012,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3764791,1862435,1902356,261669.72699999998,259835.736,255203.636,264780.932,274830.151,263102.458,242592.047,236370.28,229990.658,257254.541,264162.916,238806.568,204482.954,159527.318,124191.16399999999,94229.328,70422.317,62585.975,0
1964,Oklahoma,2012,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2012,3764791,1862435,1902356,261669.72699999998,259835.736,255203.636,264780.932,274830.151,263102.458,242592.047,236370.28,229990.658,257254.541,264162.916,238806.568,204482.954,159527.318,124191.16399999999,94229.328,70422.317,62585.975,10
1965,Oklahoma,2012,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3764791,1862435,1902356,261669.72699999998,259835.736,255203.636,264780.932,274830.151,263102.458,242592.047,236370.28,229990.658,257254.541,264162.916,238806.568,204482.954,159527.318,124191.16399999999,94229.328,70422.317,62585.975,0
1966,Oklahoma,2012,Male,Homicide,0,0,0,19,31,17,26,14,11,10,11,0,0,0,0,0,0,0,0,2012,3764791,1862435,1902356,261669.72699999998,259835.736,255203.636,264780.932,274830.151,263102.458,242592.047,236370.28,229990.658,257254.541,264162.916,238806.568,204482.954,159527.318,124191.16399999999,94229.328,70422.317,62585.975,139
1967,Oklahoma,2012,Male,Suicide,0,0,0,16,31,25,23,25,31,18,30,32,25,24,10,16,15,11,0,2012,3764791,1862435,1902356,261669.72699999998,259835.736,255203.636,264780.932,274830.151,263102.458,242592.047,236370.28,229990.658,257254.541,264162.916,238806.568,204482.954,159527.318,124191.16399999999,94229.328,70422.317,62585.975,332
1968,Oklahoma,2013,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3781894,1869612,1912282,262648.571,261035.056,256840.385,261093.14800000002,275926.426,261755.65,246798.919,232760.054,230507.668,249804.631,264883.984,245039.753,208910.397,164708.575,128594.23700000001,95665.809,72284.079,64267.123,0
1969,Oklahoma,2013,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3781894,1869612,1912282,262648.571,261035.056,256840.385,261093.14800000002,275926.426,261755.65,246798.919,232760.054,230507.668,249804.631,264883.984,245039.753,208910.397,164708.575,128594.23700000001,95665.809,72284.079,64267.123,0
1970,Oklahoma,2013,Female,Suicide,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,2013,3781894,1869612,1912282,262648.571,261035.056,256840.385,261093.14800000002,275926.426,261755.65,246798.919,232760.054,230507.668,249804.631,264883.984,245039.753,208910.397,164708.575,128594.23700000001,95665.809,72284.079,64267.123,21
1971,Oklahoma,2013,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3781894,1869612,1912282,262648.571,261035.056,256840.385,261093.14800000002,275926.426,261755.65,246798.919,232760.054,230507.668,249804.631,264883.984,245039.753,208910.397,164708.575,128594.23700000001,95665.809,72284.079,64267.123,0
1972,Oklahoma,2013,Male,Homicide,0,0,0,13,33,18,16,16,11,13,0,0,0,0,0,0,0,0,0,2013,3781894,1869612,1912282,262648.571,261035.056,256840.385,261093.14800000002,275926.426,261755.65,246798.919,232760.054,230507.668,249804.631,264883.984,245039.753,208910.397,164708.575,128594.23700000001,95665.809,72284.079,64267.123,120
1973,Oklahoma,2013,Male,Suicide,0,0,0,16,29,40,22,17,27,41,34,30,24,20,16,15,12,0,0,2013,3781894,1869612,1912282,262648.571,261035.056,256840.385,261093.14800000002,275926.426,261755.65,246798.919,232760.054,230507.668,249804.631,264883.984,245039.753,208910.397,164708.575,128594.23700000001,95665.809,72284.079,64267.123,343
1974,Oklahoma,2014,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3831863,1897354,1934509,264226.988,263864.511,258053.441,260512.06100000002,284845.054,265324.062,255791.11800000002,233386.891,233848.518,242072.356,265604.332,250544.92200000002,215182.14,171616.396,131235.469,96888.941,72599.527,65831.589,0
1975,Oklahoma,2014,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3831863,1897354,1934509,264226.988,263864.511,258053.441,260512.06100000002,284845.054,265324.062,255791.11800000002,233386.891,233848.518,242072.356,265604.332,250544.92200000002,215182.14,171616.396,131235.469,96888.941,72599.527,65831.589,0
1976,Oklahoma,2014,Female,Suicide,0,0,0,0,0,0,0,10,0,12,16,0,0,0,0,0,0,0,0,2014,3831863,1897354,1934509,264226.988,263864.511,258053.441,260512.06100000002,284845.054,265324.062,255791.11800000002,233386.891,233848.518,242072.356,265604.332,250544.92200000002,215182.14,171616.396,131235.469,96888.941,72599.527,65831.589,38
1977,Oklahoma,2014,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3831863,1897354,1934509,264226.988,263864.511,258053.441,260512.06100000002,284845.054,265324.062,255791.11800000002,233386.891,233848.518,242072.356,265604.332,250544.92200000002,215182.14,171616.396,131235.469,96888.941,72599.527,65831.589,0
1978,Oklahoma,2014,Male,Homicide,0,0,0,0,25,13,17,17,0,0,0,0,0,0,0,0,0,0,0,2014,3831863,1897354,1934509,264226.988,263864.511,258053.441,260512.06100000002,284845.054,265324.062,255791.11800000002,233386.891,233848.518,242072.356,265604.332,250544.92200000002,215182.14,171616.396,131235.469,96888.941,72599.527,65831.589,72
1979,Oklahoma,2014,Male,Suicide,0,0,0,21,22,25,32,24,28,23,34,32,29,23,21,14,14,0,0,2014,3831863,1897354,1934509,264226.988,263864.511,258053.441,260512.06100000002,284845.054,265324.062,255791.11800000002,233386.891,233848.518,242072.356,265604.332,250544.92200000002,215182.14,171616.396,131235.469,96888.941,72599.527,65831.589,342
1980,Oklahoma,2015,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,4148512,2056533,2091979,281914.575,283851.159,280939.468,279010.747,304300.414,281858.42,277207.476,249662.632,253487.055,255237.64800000002,284614.759,274259.552,238734.104,193805.75,148027.016,108212.125,79282.959,73084.449,0
1981,Oklahoma,2015,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,4148512,2056533,2091979,281914.575,283851.159,280939.468,279010.747,304300.414,281858.42,277207.476,249662.632,253487.055,255237.64800000002,284614.759,274259.552,238734.104,193805.75,148027.016,108212.125,79282.959,73084.449,0
1982,Oklahoma,2015,Female,Suicide,0,0,0,0,0,0,0,0,0,0,12,11,12,0,0,0,0,0,0,2015,4148512,2056533,2091979,281914.575,283851.159,280939.468,279010.747,304300.414,281858.42,277207.476,249662.632,253487.055,255237.64800000002,284614.759,274259.552,238734.104,193805.75,148027.016,108212.125,79282.959,73084.449,35
1983,Oklahoma,2015,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,4148512,2056533,2091979,281914.575,283851.159,280939.468,279010.747,304300.414,281858.42,277207.476,249662.632,253487.055,255237.64800000002,284614.759,274259.552,238734.104,193805.75,148027.016,108212.125,79282.959,73084.449,0
1984,Oklahoma,2015,Male,Homicide,0,0,0,16,27,38,23,20,19,11,11,0,0,0,0,0,0,0,0,2015,4148512,2056533,2091979,281914.575,283851.159,280939.468,279010.747,304300.414,281858.42,277207.476,249662.632,253487.055,255237.64800000002,284614.759,274259.552,238734.104,193805.75,148027.016,108212.125,79282.959,73084.449,165
1985,Oklahoma,2015,Male,Suicide,0,0,0,14,24,34,26,30,30,35,25,37,28,27,28,15,14,0,0,2015,4148512,2056533,2091979,281914.575,283851.159,280939.468,279010.747,304300.414,281858.42,277207.476,249662.632,253487.055,255237.64800000002,284614.759,274259.552,238734.104,193805.75,148027.016,108212.125,79282.959,73084.449,367
1986,Oklahoma,2016,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3791992,1877486,1914506,257964.09600000002,260597.044,257553.124,252829.868,278973.431,261611.626,257974.052,230252.56600000002,232904.56900000002,227502.998,252807.516,249683.698,220252.64800000002,182652.628,135011.331,98532.554,70287.084,65483.986,0
1987,Oklahoma,2016,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3791992,1877486,1914506,257964.09600000002,260597.044,257553.124,252829.868,278973.431,261611.626,257974.052,230252.56600000002,232904.56900000002,227502.998,252807.516,249683.698,220252.64800000002,182652.628,135011.331,98532.554,70287.084,65483.986,0
1988,Oklahoma,2016,Female,Suicide,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,2016,3791992,1877486,1914506,257964.09600000002,260597.044,257553.124,252829.868,278973.431,261611.626,257974.052,230252.56600000002,232904.56900000002,227502.998,252807.516,249683.698,220252.64800000002,182652.628,135011.331,98532.554,70287.084,65483.986,23
1989,Oklahoma,2016,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3791992,1877486,1914506,257964.09600000002,260597.044,257553.124,252829.868,278973.431,261611.626,257974.052,230252.56600000002,232904.56900000002,227502.998,252807.516,249683.698,220252.64800000002,182652.628,135011.331,98532.554,70287.084,65483.986,0
1990,Oklahoma,2016,Male,Homicide,0,0,0,21,27,39,20,28,21,12,13,0,0,0,0,0,0,0,0,2016,3791992,1877486,1914506,257964.09600000002,260597.044,257553.124,252829.868,278973.431,261611.626,257974.052,230252.56600000002,232904.56900000002,227502.998,252807.516,249683.698,220252.64800000002,182652.628,135011.331,98532.554,70287.084,65483.986,181
1991,Oklahoma,2016,Male,Suicide,0,0,0,24,45,29,37,36,26,26,39,43,35,22,24,15,17,14,0,2016,3791992,1877486,1914506,257964.09600000002,260597.044,257553.124,252829.868,278973.431,261611.626,257974.052,230252.56600000002,232904.56900000002,227502.998,252807.516,249683.698,220252.64800000002,182652.628,135011.331,98532.554,70287.084,65483.986,432
1992,Oklahoma,2017,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3999441,1983095,2016346,268809.0,274741.0,272169.0,268991.0,287593.0,276656.0,272403.0,249014.0,243275.0,238662.0,261524.0,265326.0,234029.0,195450.0,145554.0,104778.0,72694.0,67773.0,0
1993,Oklahoma,2017,Female,Homicide,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3999441,1983095,2016346,268809.0,274741.0,272169.0,268991.0,287593.0,276656.0,272403.0,249014.0,243275.0,238662.0,261524.0,265326.0,234029.0,195450.0,145554.0,104778.0,72694.0,67773.0,10
1994,Oklahoma,2017,Female,Suicide,0,0,0,0,0,0,0,10,0,0,13,13,0,0,0,0,0,0,0,2017,3999441,1983095,2016346,268809.0,274741.0,272169.0,268991.0,287593.0,276656.0,272403.0,249014.0,243275.0,238662.0,261524.0,265326.0,234029.0,195450.0,145554.0,104778.0,72694.0,67773.0,36
1995,Oklahoma,2017,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3999441,1983095,2016346,268809.0,274741.0,272169.0,268991.0,287593.0,276656.0,272403.0,249014.0,243275.0,238662.0,261524.0,265326.0,234029.0,195450.0,145554.0,104778.0,72694.0,67773.0,0
1996,Oklahoma,2017,Male,Homicide,0,0,0,23,25,34,25,23,17,19,0,0,0,0,0,0,0,0,0,2017,3999441,1983095,2016346,268809.0,274741.0,272169.0,268991.0,287593.0,276656.0,272403.0,249014.0,243275.0,238662.0,261524.0,265326.0,234029.0,195450.0,145554.0,104778.0,72694.0,67773.0,166
1997,Oklahoma,2017,Male,Suicide,0,0,0,28,40,38,25,20,17,18,14,33,29,23,22,13,15,10,0,2017,3999441,1983095,2016346,268809.0,274741.0,272169.0,268991.0,287593.0,276656.0,272403.0,249014.0,243275.0,238662.0,261524.0,265326.0,234029.0,195450.0,145554.0,104778.0,72694.0,67773.0,345
1998,Oregon,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,3694697,1830719,1863978,236504.046,232408.343,236000.418,249026.478,255963.802,256599.183,243259.02599999998,251259.089,249582.389,271883.399,275384.907,254058.43,196134.88,143558.351,107093.73700000001,89023.751,75567.487,73065.76,0
1999,Oregon,2009,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,3694697,1830719,1863978,236504.046,232408.343,236000.418,249026.478,255963.802,256599.183,243259.02599999998,251259.089,249582.389,271883.399,275384.907,254058.43,196134.88,143558.351,107093.73700000001,89023.751,75567.487,73065.76,0
2000,Oregon,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,3694697,1830719,1863978,236504.046,232408.343,236000.418,249026.478,255963.802,256599.183,243259.02599999998,251259.089,249582.389,271883.399,275384.907,254058.43,196134.88,143558.351,107093.73700000001,89023.751,75567.487,73065.76,0
2001,Oregon,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,3694697,1830719,1863978,236504.046,232408.343,236000.418,249026.478,255963.802,256599.183,243259.02599999998,251259.089,249582.389,271883.399,275384.907,254058.43,196134.88,143558.351,107093.73700000001,89023.751,75567.487,73065.76,0
2002,Oregon,2009,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,3694697,1830719,1863978,236504.046,232408.343,236000.418,249026.478,255963.802,256599.183,243259.02599999998,251259.089,249582.389,271883.399,275384.907,254058.43,196134.88,143558.351,107093.73700000001,89023.751,75567.487,73065.76,0
2003,Oregon,2009,Male,Suicide,0,0,0,0,19,24,15,21,22,23,27,38,22,21,17,11,15,0,0,2009,3694697,1830719,1863978,236504.046,232408.343,236000.418,249026.478,255963.802,256599.183,243259.02599999998,251259.089,249582.389,271883.399,275384.907,254058.43,196134.88,143558.351,107093.73700000001,89023.751,75567.487,73065.76,275
2004,Oregon,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,3761910,1861882,1900028,234336.389,237337.778,240635.967,256845.587,252220.676,258768.361,250163.89599999998,253042.598,250201.169,268182.714,278047.938,263680.098,212432.741,154466.684,112942.496,90339.823,76385.789,74353.596,0
2005,Oregon,2010,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,3761910,1861882,1900028,234336.389,237337.778,240635.967,256845.587,252220.676,258768.361,250163.89599999998,253042.598,250201.169,268182.714,278047.938,263680.098,212432.741,154466.684,112942.496,90339.823,76385.789,74353.596,0
2006,Oregon,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,3761910,1861882,1900028,234336.389,237337.778,240635.967,256845.587,252220.676,258768.361,250163.89599999998,253042.598,250201.169,268182.714,278047.938,263680.098,212432.741,154466.684,112942.496,90339.823,76385.789,74353.596,0
